Unnamed: 0,num_procs,tensor_par,pipeline_par,data_par,tensor_par_net,pipeline_par_net,data_par_net,batch_size,microbatch_size,datatype,fused_activation,attention_type,activation_recompute,pipeline_interleaving,optimizer_sharding,tensor_par_comm_type,tensor_par_overlap,seq_par_ag_redo,data_par_overlap,weight_offload,activations_offload,optimizer_offload,training,gpu,block_fw_flops,block_fw_flops_time,block_fw_mem_accessed,block_fw_mem_time,block_fw_time,baseblock_fw_tp_time,edgeblock_fw_tp_time,baseblock_fw_tp_time_exposed,edgeblock_fw_tp_time_exposed,block_re_flops,block_re_flops_time,block_re_mem_accessed,block_re_mem_time,block_re_time,baseblock_recomm_time,edgeblock_recomm_time,baseblock_recomm_time_exposed,edgeblock_recomm_time_exposed,block_agrad_flops,block_agrad_flops_time,block_agrad_mem_accessed,block_agrad_mem_time,block_agrad_time,baseblock_agrad_tp_time,edgeblock_agrad_tp_time,baseblock_agrad_tp_time_exposed,edgeblock_agrad_tp_time_exposed,block_wgrad_flops,block_wgrad_flops_time,block_wgrad_mem_accessed,block_wgrad_mem_time,block_wgrad_time,block_optim_flops,block_optim_flops_time,block_optim_mem_accessed,block_optim_mem_time,block_optim_time,baseblock_fw_tp_size,edgeblock_fw_tp_size,baseblock_bw_tp_size,edgeblock_bw_tp_size,baseblock_recomm_size,edgeblock_recomm_size,block_fw_pp_size,block_bw_pp_size,block_dp_size,tp_bw_overlap_req,dp_bw_overlap_req_chunk,dp_bw_overlap_req_tail,block_weight_space,block_act_working_space,block_act_storage_space,block_act_checkpoint_size,block_weight_grad_space,block_weight_grad_space_no_sharding,block_act_grad_space,block_optimizer_space,weight_space_with_offload,act_space_with_offload,act_checkpoint_size_with_offload,act_grad_space_with_offload,weight_grad_space_with_offload,optimizer_space_with_offload,weight_space,act_space,act_checkpoint_size,act_grad_space,weight_grad_space,optimizer_space,fw_time,bw_time,optim_step_time,recompute_time,recomm_link_time,recomm_exposed_time,bubble_time,tp_comm_link_time,pp_comm_link_time,dp_comm_link_time,tp_comm_exposed_time,pp_comm_exposed_time,dp_comm_exposed_time,fw_offload_exposed_time,bw_offload_exposed_time,total_time,act_offload_bw_req,weight_offload_bw_req,optim_offload_bw_req,offload_mem_bw_req,proc_mem_tier1_cap_req,proc_mem_tier2_cap_req,useful_flops,compute_efficiency,system_efficiency,total_efficiency,sample_rate,exp
0,1024,4,8,32,0,0,1,256,1,float16,True,multihead,none,16,False,ar,none,False,False,False,False,False,False,False,8163096002560.0,0.0057297218590974,9363988480.0,0.0048129046335816,0.0057297218590974,0.0018588552484288,0.0018588552484288,0.0018588552484288,0.0018588552484288,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209715200,209715200,0,0,0,0,104857600,0,0,0,0,0,3932364800,1782579200.0,2726297600.0,0,0.0,0,0.0,0.0,7864729600,4508876800.0,,0.0,0.0,0.0,62917836800,1782579200.0,0,0.0,0.0,0.0,0.7334043979644775,0.0,0.0,0,0,0,0.0570241510868072,0.2379334717988968,0.0701096041025641,0.0,0.2379334717988968,0.0701096041025641,0.0,0.0,0,1.0984716415405271,982211624960.0,1416725135360.0,0.0,0.0,64700416000.0,0,8163096002560.0,4.566324234008789,0.6676589250564575,3.048747062683105,233.0510711669922,cmos_1024
0,128,2,16,4,0,0,0,256,4,float16,True,multihead,none,8,False,ar,none,False,False,False,False,False,False,False,65299734855680.0,0.0198119804263114,40831754240.0,0.0209867134690284,0.0198119804263114,0.0052110524848103,0.0052110524848103,0.0052110524848103,0.0052110524848103,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,838860800,838860800,0,0,0,0,419430400,0,0,0,0,0,7864524800,11324620800.0,15099494400.0,0,0.0,0,0.0,0.0,15729049600,26424115200.0,,0.0,0.0,0.0,62916198400,11324620800.0,0,0.0,0.0,0.0,2.535933494567871,0.0,0.0,0,0,0,0.4079093635082245,0.6670147180557251,0.2765984164102564,0.0,0.6670147180557251,0.2765984164102564,0.0,0.0,0,3.887455940246582,3740907601920.0,1948440068096.0,0.0,0.0,74240819200.0,0,65299734855680.0,10.56401252746582,0.6523375511169434,6.891302108764648,65.85283660888672,cmos_128
0,2048,8,4,64,0,0,1,256,1,float16,True,multihead,none,16,False,ar,none,False,False,False,False,False,False,False,4082177146880.0,0.0034674869384616,5992816640.0,0.0030801892280578,0.0034674869384616,0.0021294013131409,0.0021294013131409,0.0021294013131409,0.0021294013131409,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209715200,209715200,0,0,0,0,104857600,0,0,0,0,0,1966284800,1258291200.0,2202009600.0,0,0.0,0,0.0,0.0,3932569600,3460300800.0,,0.0,0.0,0.0,62921113600,1258291200.0,0,0.0,0.0,0.0,0.4438383281230926,0.0,0.0,0,0,0,0.0352545231580734,0.2725633680820465,0.035054802051282,0.0,0.2725633680820465,0.035054802051282,0.0,0.0,0,0.7867109775543213,874959470592.0,781295157248.0,0.0,0.0,64179404800.0,0,4082177146880.0,3.7733092308044434,0.5641694664955139,2.1287858486175537,325.4053955078125,cmos_2048
0,256,4,8,8,0,0,1,256,4,float16,True,multihead,none,8,False,ar,none,False,False,False,False,False,False,False,32652384010240.0,0.0081864446401596,25658859520.0,0.0131881451234221,0.0081864446401596,0.0073754210025072,0.0073754210025072,0.0073754210025072,0.0073754210025072,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,838860800,838860800,0,0,0,0,419430400,0,0,0,0,0,3932364800,7130316800.0,10905190400.0,0,0.0,0,0.0,0.0,7864729600,18035507200.0,,0.0,0.0,0.0,62917836800,7130316800.0,0,0.0,0.0,0.0,1.0478649139404297,0.0,0.0,0,0,0,0.233062595129013,0.9440538883209229,0.1382992082051282,0.0,0.9440538883209229,0.1382992082051282,0.0,0.0,0,2.3632805347442627,4594134417408.0,1656625037312.0,0.0,0.0,70048153600.0,0,32652384010240.0,12.783946990966797,0.4433942139148712,5.668327808380127,108.3239974975586,cmos_256
0,4096,16,2,128,0,0,1,256,1,float16,True,multihead,none,16,False,ar,none,False,False,False,False,False,False,False,2041717719040.0,0.002336370293051,4307230720.0,0.0022208676673471,0.002336370293051,0.0022646742872893,0.0022646742872893,0.0022646742872893,0.0022646742872893,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209715200,209715200,0,0,0,0,104857600,0,0,0,0,0,983244800,996147200.0,1939865600.0,0,0.0,0,0.0,0.0,1966489600,2936012800.0,,0.0,0.0,0.0,62927667200,996147200.0,0,0.0,0.0,0.0,0.2990553975105285,0.0,0.0,0,0,0,0.0189619101583957,0.2898783087730407,0.017527401025641,0.0,0.2898783087730407,0.017527401025641,0.0,0.0,0,0.625423014163971,815008972800.0,413097361408.0,0.0,0.0,63923814400.0,0,2041717719040.0,2.800911664962769,0.4781650006771087,1.3392980098724363,409.3229675292969,cmos_4096
0,512,4,8,16,0,0,1,256,2,float16,True,multihead,none,16,False,ar,none,False,False,False,False,False,False,False,16326192005120.0,0.0066776839084923,14795612160.0,0.0076046511530876,0.0066776839084923,0.0036977105773985,0.0036977105773985,0.0036977105773985,0.0036977105773985,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419430400,419430400,0,0,0,0,209715200,0,0,0,0,0,3932364800,3565158400.0,5452595200.0,0,0.0,0,0.0,0.0,7864729600,9017753600.0,,0.0,0.0,0.0,62917836800,3565158400.0,0,0.0,0.0,0.0,0.8547435402870178,0.0,0.0,0,0,0,0.0802960023283958,0.4733069539070129,0.1389392082051282,0.0,0.4733069539070129,0.1389392082051282,0.0,0.0,0,1.547285556793213,1967917760512.0,1419245387776.0,0.0,0.0,66482995200.0,0,16326192005120.0,7.836180210113525,0.5524148344993591,4.328822612762451,165.45103454589844,cmos_512
0,8192,32,1,256,0,0,1,256,1,float16,True,multihead,none,1,False,ar,none,False,False,False,False,False,False,False,1021488005120.0,0.0018744365079328,3464437760.0,0.0017865661066025,0.0018744365079328,0.0023323108907788,0.0023323108907788,0.0023323108907788,0.0023323108907788,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209715200,209715200,0,0,0,0,0,0,0,0,0,0,491724800,865075200.0,1808793600.0,0,0.0,0,0.0,0.0,983449600,2673868800.0,,0.0,0.0,0.0,62940774400,865075200.0,0,0.0,0.0,0.0,0.2399278730154037,0.0,0.0,0,0,0,0.0,0.2985357940196991,0.0,0.0,0.2985357940196991,0.0,0.0,0.0,0,0.5384636521339417,747379425280.0,203176853504.0,0.0,0.0,63805849600.0,0,1021488005120.0,1.7466580867767334,0.4455785751342773,0.7782734632492065,475.42669677734375,cmos_8192
0,1024,4,8,32,0,0,1,256,1,float16,True,multihead,none,16,False,ar,none,False,False,False,False,False,False,False,8163096002560.0,0.00557257886976,9363988480.0,0.0048129046335816,0.00557257886976,0.0018588552484288,0.0018588552484288,0.0018588552484288,0.0018588552484288,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209715200,209715200,0,0,0,0,104857600,0,0,0,0,0,3932364800,1782579200.0,2726297600.0,0,0.0,0,0.0,0.0,7864729600,4508876800.0,,0.0,0.0,0.0,62917836800,1782579200.0,0,0.0,0.0,0.0,0.7132900953292847,0.0,0.0,0,0,0,0.0559241585433483,0.2379334717988968,0.0701096041025641,0.0,0.2379334717988968,0.0701096041025641,0.0,0.0,0,1.0772573947906494,1041155948544.0,1501745512448.0,0.0,0.0,64700416000.0,0,8163096002560.0,4.695091724395752,0.6621352434158325,3.108785629272461,237.64051818847656,cryo_cmos_1024
0,128,2,16,4,0,0,0,256,4,float16,True,multihead,none,8,False,ar,none,False,False,False,False,False,False,False,65299734855680.0,0.0182954091578722,40831754240.0,0.0209867134690284,0.0182954091578722,0.0052110524848103,0.0052110524848103,0.0052110524848103,0.0052110524848103,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,838860800,838860800,0,0,0,0,419430400,0,0,0,0,0,7864524800,11324620800.0,15099494400.0,0,0.0,0,0.0,0.0,15729049600,26424115200.0,,0.0,0.0,0.0,62916198400,11324620800.0,0,0.0,0.0,0.0,2.3418123722076416,0.0,0.0,0,0,0,0.3851608335971832,0.6670147180557251,0.2765984164102564,0.0,0.6670147180557251,0.2765984164102564,0.0,0.0,0,3.670586585998535,5992459272192.0,3121153835008.0,0.0,0.0,74240819200.0,0,65299734855680.0,11.439701080322266,0.6379940509796143,7.298460960388184,69.74362182617188,cryo_cmos_128
0,2048,8,4,64,0,0,1,256,1,float16,True,multihead,none,16,False,ar,none,False,False,False,False,False,False,False,4082177146880.0,0.0033846299629658,5992816640.0,0.0030801892280578,0.0033846299629658,0.0021294013131409,0.0021294013131409,0.0021294013131409,0.0021294013131409,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209715200,209715200,0,0,0,0,104857600,0,0,0,0,0,1966284800,1258291200.0,2202009600.0,0,0.0,0,0.0,0.0,3932569600,3460300800.0,,0.0,0.0,0.0,62921113600,1258291200.0,0,0.0,0.0,0.0,0.4332326352596283,0.0,0.0,0,0,0,0.0347573794424533,0.2725633680820465,0.035054802051282,0.0,0.2725633680820465,0.035054802051282,0.0,0.0,0,0.7756081819534302,904746303488.0,807893336064.0,0.0,0.0,64179404800.0,0,4082177146880.0,3.865681171417236,0.5585715174674988,2.15925931930542,330.0635681152344,cryo_cmos_2048
